[Fe/H] [C/Fe] [N/Fe] [O/Fe] [Na/Fe] [Mg/Fe] [Al/Fe] [Si/Fe] [Ca/Fe] [Sc/Fe] [Ti/Fe] [V/Fe] [Cr/Fe] [Mn/Fe] [Co/Fe] [Ni/Fe] [Zn/Fe] [Ga/Fe] [Ge/Fe] [Sr/Fe] [Y/Fe] [Zr/Fe] [Nb/Fe] [Mo/Fe] [Ru/Fe] [Rh/Fe] [Pd/Fe] [Ag/Fe] [Ba/Fe] [La/Fe] [Ce/Fe] [Pr/Fe] [Nd/Fe] [Sm/Fe] [Eu/Fe] [Gd/Fe] [Tb/Fe] [Dy/Fe] [Ho/Fe] [Er/Fe] [Tm/Fe] [Yb/Fe] [Lu/Fe] [Hf/Fe] [Os/Fe] [Ir/Fe] [Pt/Fe] [Au/Fe] [Pb/Fe] [Th/Fe] [U/Fe]
-2.92 +2.32 +1.90 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.35 +0.42 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.28 +1.99 +2.12 -30.0 +2.18 -30.0 +1.62 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.57 -30.0 -30.0      
-2.75 +2.19 -30.0 -30.0 +1.18 +0.59 -30.0 -30.0 +0.39 +0.37 +0.52 -30.0 +0.12 -30.0 +0.43 +0.27 +0.22 -30.0 -30.0 +0.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.34 +2.05 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.80 -30.0 -30.0  
-2.75 +0.49 -30.0 +1.12 +0.24 +0.40 -0.61 +0.30 +0.44 +0.31 +0.41 +0.27 +0.01 +0.83 +0.51 +0.24 -30.0 -30.0 -30.0 +0.09 -0.49 +0.25 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.66 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.42 +1.33 +1.34 -30.0 -30.0 +0.59 -0.17 -30.0 +0.50 -30.0 +0.47 -30.0 +0.04 +0.12 +0.29 +0.19 +0.26 -30.0 -30.0 +1.03 +0.72 +0.84 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.36 +1.08 +1.26 -30.0 +1.02 +0.93 +0.38 -30.0 -30.0 +0.70 -30.0 +1.02 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.17 -30.0 -30.0  
-3.42 +0.54 +1.52 +0.83 -0.81 +0.64 -0.30 -30.0 -30.0 -30.0 +0.63 -30.0 +0.01 -0.48 +0.69 +0.21 -30.0 -30.0 -30.0 +0.42 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.81 -0.30 +0.56 +0.69 -0.13 +0.67 -0.28 +0.60 +0.38 +0.28 +0.40 -30.0 -0.29 -0.35 +0.37 +0.22 +0.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.79 -0.37 -30.0 -30.0 -30.0 +0.70 -0.31 +0.60 +0.34 +0.24 +0.23 -30.0 -0.23 -0.33 +0.41 +0.20 +0.34 -30.0 -30.0 -0.03 -0.29 +0.05 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.03 -0.80 -30.0 -30.0 -0.64 -30.0 -0.36 -30.0 -30.0 -30.0 -30.0 -0.47 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.89 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.89 +2.43 +1.04 +1.96 +1.91 +1.29 +0.13 -30.0 +0.51 +0.55 +0.48 -30.0 -0.02 -0.20 +2.75 +0.01 -30.0 -30.0 -30.0 +1.36 +1.10 +1.51 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +3.02 +2.69 +2.54 +2.73 +2.39 +2.37 +2.18 +2.47 -30.0 +1.89 -30.0 +2.26  2.16 -30.0 -30.0  2.81 -30.0 -30.0 -30.0 -30.0 +2.94 -30.0 -30.0      
-2.89 +2.33 +1.14 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.36 +1.17 +1.54 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +3.02 +2.65 +2.54 +2.76 +2.47 +2.37 +2.18 +2.47 -30.0 +1.89 -30.0 +2.26  2.16 -30.0 -30.0  2.81 -30.0 -30.0 -30.0 -30.0 +2.84 -30.0 -30.0  
-2.63 +2.37 -30.0 -30.0 +0.84 +0.42 -30.0 -30.0 +0.43 -30.0 +0.64 -30.0 +0.01 -30.0 +0.44 +0.03 -30.0 -30.0 -30.0 -0.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.55 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.98 -30.0 -30.0      
-3.33 +2.97 -30.0 -30.0 +0.75 +0.78 -30.0 -30.0 -30.0 -30.0 +0.79 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.58 -30.0 +2.14 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +3.01 +2.59 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +3.68 -30.0 -30.0      
-3.38 +2.42 -30.0 -30.0 -30.0 +0.60 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.38 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.03 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0      
-2.73 +2.77 -30.0 -30.0 +1.37 +0.70 -30.0 -30.0 +0.45 +0.52 +0.53 -30.0 -0.10 -30.0 -30.0 +0.26 -30.0 -30.0 -30.0 +0.85 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.08 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +3.28 -30.0 -30.0      
-2.74 +2.18 -30.0 -30.0 +2.77 +1.30 -30.0 -30.0 +0.96 -30.0 +0.73 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.49 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +3.66 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +3.99 -30.0 -30.0      
-2.27 -30.0 -30.0 -30.0 +0.39 +0.44 -30.0 -30.0 +0.50 -30.0 +0.57 -30.0 +0.09 -30.0 -30.0 +0.28 -30.0 -30.0 -30.0 +0.93 +0.98 +1.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.76 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.96 +0.50 -30.0 -30.0 -0.08 +0.41 -0.83 +0.67 +0.45 +0.10 +0.34 -30.0 -0.44 -0.52 +0.42 +0.61 -30.0 -30.0 -30.0 +0.45 +0.36 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.22 +0.75 -30.0 -30.0 -30.0 -30.0 +0.86 -30.0 -30.0 +1.72 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.59 +0.23 -30.0 -30.0 +0.05 +0.56 -0.68 +0.37 +0.50 +0.26 +0.31 -30.0 -0.42 -0.69 +0.40 +0.98 -30.0 -30.0 -30.0 -0.61 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.04 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.56 +0.25 -30.0 -30.0 -0.20 +0.09 -0.58 +0.35 +0.25 +0.33 +0.30 -30.0 -0.61 -0.66 +0.88 +0.48 -30.0 -30.0 -30.0 -1.65 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.28 -0.18 -30.0 -30.0 +0.07 +0.58 -0.21 +0.53 +0.57 +0.43 +0.52 +1.02 -0.08 -0.66 +0.45 +0.38 -30.0 -30.0 -30.0 -0.35 -0.40 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.64 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.64 +1.18 -30.0 -30.0 +0.67 +0.67 +0.08 +0.05 +0.64 +0.08 +0.50 +0.54 +0.20 -0.00 +0.11 +0.37 -30.0 -30.0 -30.0 +0.72 +0.21 +0.39 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.28 +0.70 +0.89 -30.0 +1.06 -30.0 +0.88 +1.46 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0    
-3.64 +0.68 -30.0 -30.0 +0.35 +0.64 +0.11 +1.15 +0.83 -0.08 +0.28 -30.0 -0.51 -1.08 +0.29 +0.11 -30.0 -30.0 -30.0 -1.18 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.89 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.35 -0.31 -30.0 -30.0 +0.48 +0.49 +0.19 +0.69 +0.48 +0.15 +0.36 -30.0 -0.05 -0.68 +0.46 +0.39 -30.0 -30.0 -30.0 +0.08 -0.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.67 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.88 +0.32 -30.0 -30.0 +0.29 +0.65 -0.24 +0.75 +0.66 +0.16 +0.62 -30.0 -0.06 -0.64 +0.69 +0.11 -30.0 -30.0 -30.0 +0.80 +0.06 +0.65 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.44 +0.66 +1.07 -30.0 +1.55 -30.0 +1.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.03 +0.22 -30.0 -30.0 +0.01 +0.67 -0.27 +1.04 +0.64 +0.48 +0.59 -30.0 -0.24 -0.71 +0.43 +0.38 -30.0 -30.0 -30.0 -0.29 -0.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.74 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0        
-3.94 +0.48 -30.0 -30.0 +0.04 +0.60 -0.66 +0.83 +0.73 +0.61 +0.50 +1.91 -0.35 -0.64 +0.49 +0.97 -30.0 -30.0 -30.0 -1.21 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.55 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.55 +0.09 -30.0 -30.0 -0.12 +0.53 -0.26 +0.57 +0.59 -0.02 +0.27 +1.56 -0.57 -0.64 +0.48 +0.41 -30.0 -30.0 -30.0 -0.48 -0.40 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.38 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.51 +2.05 -30.0 -30.0 +0.62 +0.24 -0.32 -30.0 +0.52 +0.39 +0.67 -30.0 -0.27 -0.46 +0.35 +0.68 -30.0 -30.0 -30.0 +1.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +2.71 +2.65 +2.23 -30.0 +2.39 -30.0 +2.19 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.18 -0.38 -30.0 -30.0 +0.43 +0.44 -0.54 +0.35 +0.48 +0.32 +0.37 -30.0 -0.13 -0.49 +0.47 +0.20 -30.0 -30.0 -30.0 -0.40 -0.68 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.79 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.19 +1.13 -30.0 -30.0 +0.26 +0.46 -0.42 +0.94 +0.56 +0.02 +0.39 -30.0 -0.08 -0.14 +0.29 +0.29 -30.0 -30.0 -30.0 +0.83 +0.48 +0.75 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +1.16 +0.97 +1.07 -30.0 +1.34 +1.69 +1.62 +1.58 -30.0 +1.96 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.32 +0.31 -30.0 -30.0 +0.23 +0.37 -0.58 +0.18 +0.49 +0.24 +0.59 -30.0 -0.12 -0.29 +0.55 +0.38 -30.0 -30.0 -30.0 -1.33 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.34 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-4.14 +1.03 -30.0 -30.0 +2.32 +1.35 +0.07 +1.00 +1.05 +1.01 +0.69 -30.0 -0.34 -30.0 +0.67 -30.0 -30.0 -30.0 -30.0 +0.57 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.06 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.53 +0.07 -30.0 -30.0 -30.0 -0.03 -0.18 +0.23 +0.49 +0.05 +0.13 -30.0 -0.34 -0.62 +0.26 +0.16 -30.0 -30.0 -30.0 -0.79 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.34 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.06 +0.15 -30.0 -30.0 -0.03 +0.59 -0.36 +1.02 +0.53 +0.28 +0.33 +0.40 -0.12 -0.24 +0.35 +0.03 -30.0 -30.0 -30.0 -1.00 -0.40 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.79 -30.0 -30.0 -30.0 -30.0 -30.0 +0.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.03 -0.43 -30.0 -30.0 +0.28 +0.55 +0.54 +0.62 +0.62 +0.13 +0.31 +0.26 -0.29 -0.16 +0.74 -0.07 -30.0 -30.0 -30.0 -0.60 -0.27 +0.31 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.44 +0.30 -30.0 -30.0 +0.51 -30.0 +0.03 +1.09 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0            
-3.05 -0.06 -30.0 -30.0 +0.34 +0.79 +0.37 +1.17 +0.51 +0.17 +0.49 +0.72 -0.22 -0.22 +0.22 -0.08 -30.0 -30.0 -30.0 -0.14 -0.01 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.07 +0.11 -30.0 -30.0 +0.04 +0.46 -0.38 +0.55 +0.48 +0.27 +0.31 -30.0 -0.05 -0.40 +0.19 +0.32 -30.0 -30.0 -30.0 -1.07 +0.43 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.50 +0.49 -30.0 -30.0 +0.04 +0.44 -0.39 +0.38 +0.54 +0.14 +0.52 -30.0 -0.25 -0.64 +0.72 +0.92 -30.0 -30.0 -30.0 +0.79 +0.10 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.22 -0.24 -30.0 -30.0 +0.54 +0.70 +0.07 +0.59 +0.69 +0.33 +0.55 +0.22 +0.14 -0.18 -0.05 -0.05 -30.0 -30.0 -30.0 +0.41 -0.12 +0.72 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.23 +0.11 +0.31 -30.0 +0.46 +1.10 +0.52 -30.0 -30.0 +0.89 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-4.16 +0.10 -30.0 -30.0 +0.05 +0.52 -0.85 +0.80 +0.73 +0.33 +0.55 -30.0 -0.34 -0.92 +0.58 +0.04 -30.0 -30.0 -30.0 -0.46 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.75 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.66 -0.40 -30.0 -30.0 +0.38 +0.66 -0.23 +0.59 +0.57 +0.27 +0.45 +0.19 -0.01 -0.26 -0.06 +0.04 -30.0 -30.0 -30.0 +0.25 -0.18 +0.53 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.19 -0.33 -30.0 -30.0 +0.52 -30.0 +0.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.02 +0.41 -30.0 -30.0 +0.51 +0.69 -0.44 +0.78 +0.67 +0.50 +0.67 -30.0 -0.05 -0.49 +0.25 +0.13 -30.0 -30.0 -30.0 -0.01 -0.23 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.86 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0    
-2.56 -0.00 -30.0 -30.0 +0.30 +0.35 +0.30 +0.23 +0.61 +0.15 +0.51 +0.09 +0.03 -0.19 -0.00 -0.09 -30.0 -30.0 -30.0 +0.38 +0.17 +0.93 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.08 +0.15 +0.30 -30.0 +0.66 -30.0 +0.67 -30.0 -30.0 +1.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.73 -0.53 -30.0 -30.0 +0.37 +0.59 +0.63 +0.65 +0.59 +0.21 +0.44 +0.06 +0.07 -0.07 +0.17 +0.19 -30.0 -30.0 -30.0 +0.01 -0.14 +0.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.07 +0.12 +0.39 -30.0 +0.71 -30.0 +0.82 +1.00 -30.0 +1.27 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.80 -0.46 -30.0 -30.0 -0.07 +0.47 -0.08 +0.60 +0.48 +0.09 +0.34 +0.81 +0.11 -0.14 +0.13 +0.22 -30.0 -30.0 -30.0 -0.77 -0.58 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.51 -30.0 -30.0 -30.0 -30.0 -30.0 +0.06 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.00 +0.29 -30.0 -30.0 +0.18 +0.51 +0.45 +0.80 +0.71 +0.38 +0.61 +0.81 -0.14 -0.52 +0.43 +0.03 -30.0 -30.0 -30.0 +0.32 +0.04 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.04 -30.0 -30.0 -30.0 -30.0 -30.0 +0.55 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.73 -0.13 -30.0 -30.0 +0.12 +0.78 +0.40 +0.93 +0.52 +0.20 +0.50 -0.13 -0.08 -0.14 +0.15 +0.49 -30.0 -30.0 -30.0 +0.64 -0.02 +0.50 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.10 -0.08 +0.50 -30.0 +0.45 -30.0 +0.63 +0.91 -30.0 +0.96 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.23 -0.03 -30.0 -30.0 -0.01 +0.57 -0.36 +1.02 +0.44 +0.34 +0.52 +0.34 -0.04 -0.18 +0.35 +0.62 -30.0 -30.0 -30.0 -0.55 -0.12 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.36 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.97 +0.31 -30.0 -30.0 +0.12 +0.48 -0.08 +0.66 +0.60 +0.21 +0.46 -30.0 -0.09 -0.50 +0.33 +0.10 -30.0 -30.0 -30.0 -0.30 +0.72 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.61 -30.0 -30.0 -30.0 +1.01 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.02 +0.44 +0.17 +0.74 +0.33 +0.31 -0.80 +0.43 +0.40 +0.24 +0.32 -30.0 -0.22 -0.18 +0.35 +0.10 +0.33 -30.0 -30.0 +0.47 +0.32 +0.54 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 +0.67 +0.79 +0.87 +0.86 +0.90 +0.53 +1.23 +1.19 -30.0 +1.26 +1.12 +1.24 -30.0 +1.20 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-2.82 -0.04 +0.82 +0.74 +0.44 +0.33 -0.66 +0.65 +0.51 +0.34 +0.55 -30.0 -0.09 -0.29 +0.47 +0.22 +0.39 -30.0 -30.0 +0.29 -0.02 +0.29 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -0.41 -0.50 +0.07 +0.46 +0.05 +0.05 +0.04 +0.04 -30.0 +0.08 -0.20 +0.04  1.91 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0  
-3.66 +0.44 +0.31 +3.47 -0.13 +0.28 -0.75 +0.46 +0.37 +0.24 +0.24 -30.0 -0.25 -0.08 +0.54 +0.23 +0.63 -30.0 -30.0 -0.71 -0.66 -0.32 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -1.12 +0.12 +0.20 +0.17 +0.17 +0.18 +0.17 +1.29 -30.0 +0.21 -0.07 +0.17 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0 -30.0                  
