[Fe/H] err     [FeII/H] err    [C/Fe] err     [N/Fe] err      [O/Fe] err     [Na/Fe] err   [Mg/Fe] err   [Al/Fe] err   [Si/Fe] err     [K/Fe] err      [Ca/Fe] err    [Sc/Fe] err     [Ti/Fe] err     [TiII/Fe] err  [V/Fe] err      [VII/Fe] err      [Cr/Fe] err  [Mn/Fe] err     [Co/Fe] err       [Ni/Fe] err       [Cu/Fe] err    [Zn/Fe] err     [Sr/Fe] err    [Y/Fe] err       [Zr/Fe] err      [Ru/Fe] err     [Ba/Fe] err      [La/Fe] err        [Ce/Fe] err      [Pr/Fe] err     [Nd/Fe] err        [Sm/Fe] err       [Eu/Fe] err      [Gd/Fe] err        [Tb/Fe] err       [Dy/Fe] err         [Ho/Fe] err       [Er/Fe] err      [Yb/Fe] err       [Hf/Fe] err    [Ir/Fe] err [Pb/Fe] err
-3.41  0.15     -3.26  0.16     0.08  0.25     0.30  0.36       1.42  0.17   14444 -30.0    0.54  0.15   -0.74  0.28     0.99  0.28    16666 -30.0      0.49  0.17    -0.13  0.15      0.28  0.15      0.16  0.15    -0.05  0.19      -0.03  0.28      -0.26  0.15   -0.55  0.18      0.03  0.21       -0.01  0.23      26666 -30.0      0.49  0.16     -0.12  0.26    -0.40  0.18        0.20  0.16     31111 -30.0     -0.36  0.15       0.03  0.22      -320.08 -30.0      33333 -30.0       0.18  0.18     3550.52 -30.0       0.26  0.17     3660.95 -30.0      3770.85 -30.0        0.31  0.22        39999 -30.0        0.39  0.26       0.03  0.19      4331.35 -30.0   44444 -30.0 881.89  0.00 
-2.64  0.17     -2.65  0.16  1221.72 -30.0  1332.97 -30.0      -0.25  0.17   14444 -30.0    0.23  0.18   -0.68  0.18     0.13  0.27    16666 -30.0      0.53  0.19     0.10  0.16      0.35  0.23      0.38  0.15    19999 -30.0       0.32  0.26      -0.04  0.17   -0.06  0.19      0.24  0.22        0.18  0.22      26666 -30.0     27777 -30.0     -0.47  0.18     -999  0.00     2990.38 -30.0     31111 -30.0     -0.75  0.15     666666  0.00      3221.21 -30.0    3331.65 -30.0    3441.07 -30.0     3551.52 -30.0     991.00  0.00     3661.67 -30.0      3772.03 -30.0     3881.13 -30.0      3991.44 -30.0     4111.55 -30.0    4220.71 -30.0      4332.37 -30.0   44444 -30.0 882.66  0.00 
-2.69  0.15     -2.68  0.15     0.26  0.25  1330.20 -30.0       0.94  0.15   -0.18  0.30    0.38  0.16   -0.70  0.30    15555 -30.0     0.08  0.18      0.30  0.17    -0.09  0.15      0.26  0.14      0.42  0.15     0.02  0.17       0.18  0.24      -0.10  0.14   -0.13  0.14     -0.06  0.22        0.20  0.19    -260.21 -30.0      0.71  0.14     -0.41  0.25    -0.85  0.19       -0.22  0.17     31111 -30.0     -0.72  0.15      -0.25  0.25      -320.12 -30.0    3330.61 -30.0    -340.23 -30.0     3550.56 -30.0      -0.19  0.19     3660.77 -30.0      3771.02 -30.0       -0.11  0.19        39999 -30.0     4110.51 -30.0      -0.46  0.26      4331.30 -30.0   44444 -30.0 881.71  0.00 
-3.31  0.15     -3.01  0.15     0.55  0.25     1.18  0.36       1.11  0.25   14444 -30.0    0.56  0.16   -0.12  0.24     1.05  0.30     0.28  0.18      0.45  0.17    -0.13  0.14      0.04  0.14      0.27  0.14    19999 -30.0      -0.08  0.23      -0.27  0.14   -0.58  0.14     -0.56  0.29        0.05  0.18    -260.61 -30.0      0.62  0.14     -0.36  0.18    -0.83  0.17       -0.08  0.15     31111 -30.0     -0.55  0.15      -0.69  0.19        -0.63  0.18    3330.04 -30.0      -0.42  0.18       -0.50  0.19      -0.62  0.17     -360.01 -30.0      3770.29 -30.0     -380.82 -30.0        39999 -30.0     -410.31 -30.0      -0.96  0.21      4330.59 -30.0   44444 -30.0 881.57  0.00 
-3.00  0.22     -2.86  0.14     0.34  0.25  1331.03 -30.0    5110.81 -30.0   14444 -30.0    0.45  0.22   -0.69  0.28     0.60  0.36     0.43  0.25      0.48  0.22    -0.16  0.16      0.27  0.21      0.13  0.13    19999 -30.0      22222 -30.0      -0.28  0.20   -0.43  0.20      0.18  0.24       -0.07  0.27      26666 -30.0   2770.85 -30.0     -0.26  0.19   -70.04  0.00     2990.53 -30.0     31111 -30.0     -0.71  0.14     661.01  0.00      3221.14 -30.0    3331.77 -30.0    3441.23 -30.0     3551.86 -30.0     990.93  0.00     3662.06 -30.0      3772.16 -30.0     3881.31 -30.0      3991.88 -30.0     4111.59 -30.0    4220.68 -30.0      4332.62 -30.0   44444 -30.0 882.41  0.00 
-2.71  0.17     -2.69  0.18  1222.62 -30.0  1333.12 -30.0      -0.62  0.18   14444 -30.0    0.34  0.17   -0.74  0.19    -0.20  0.23    16666 -30.0     -0.21  0.23    -0.12  0.17     18888 -30.0      0.09  0.17    19999 -30.0    2220.76 -30.0      -0.11  0.17    0.14  0.19     24444 -30.0        0.05  0.24      26666 -30.0   2771.41 -30.0     -0.57  0.17   770.21  0.00     2990.85 -30.0     31111 -30.0    -90.56  0.00     661.56  0.00      3221.61 -30.0    3332.27 -30.0    3441.76 -30.0     3552.23 -30.0     991.50  0.00     3662.24 -30.0      3772.56 -30.0     3881.80 -30.0      3992.15 -30.0     4112.30 -30.0    4221.10 -30.0      4332.85 -30.0   44444 -30.0 883.38  0.00 
-2.69  0.17     -2.67  0.16     0.67  0.25  1331.64 -30.0       0.51  0.18   14444 -30.0    0.58  0.16   -0.80  0.20     0.42  0.31    16666 -30.0      0.46  0.19     0.02  0.16      0.56  0.17      0.29  0.16    19999 -30.0       0.06  0.25       0.07  0.17   -0.36  0.17      0.03  0.19       -0.03  0.19      26666 -30.0      0.43  0.17      0.61  0.26    -0.14  0.19        0.39  0.18     31111 -30.0     -0.53  0.16     666666  0.00      3220.66 -30.0    3331.29 -30.0    3440.95 -30.0     3551.31 -30.0       0.55  0.17     3661.58 -30.0      3771.88 -30.0     3880.97 -30.0        39999 -30.0     4111.59 -30.0      42222 -30.0      4332.22 -30.0   44444 -30.0 882.47  0.00 
-3.50  0.22     -3.17  0.15  1220.74 -30.0  1332.49 -30.0      51111 -30.0   14444 -30.0    0.46  0.23   -0.82  0.21     0.21  0.32    16666 -30.0      0.63  0.23    -0.19  0.15      0.62  0.24      0.14  0.14    19999 -30.0    2220.93 -30.0      -0.20  0.20   -0.45  0.23   2440.57 -30.0        0.06  0.24      26666 -30.0   2771.37 -30.0     -0.44  0.14   770.33  0.00     2990.92 -30.0     31111 -30.0    -90.45  0.00     661.44  0.00      3221.75 -30.0    3331.99 -30.0    3441.67 -30.0     3552.14 -30.0     991.34  0.00     3662.32 -30.0      3772.46 -30.0     3881.75 -30.0      3992.19 -30.0     4112.22 -30.0    4221.39 -30.0      4333.05 -30.0 4444.12 -30.0 883.12  0.00 
-3.93  0.15     -3.80  0.16     0.07  0.25  1330.97 -30.0      51111 -30.0    0.07  0.17    0.45  0.16   -0.81  0.17     0.82  0.32    16666 -30.0      0.37  0.18    -0.21  0.16      0.33  0.16      0.06  0.15    19999 -30.0    2220.50 -30.0      -0.19  0.15   -0.17  0.16      0.17  0.19        0.24  0.18    2660.63 -30.0   2771.19 -30.0     -1.24  0.15   -70.53  0.00     2990.29 -30.0     31111 -30.0     -1.68  0.16     660.54  0.00      3220.83 -30.0    3331.13 -30.0    3440.80 -30.0     3551.38 -30.0     990.46  0.00     3661.64 -30.0      3771.61 -30.0     3880.82 -30.0      3991.24 -30.0     4111.14 -30.0    4220.30 -30.0      4332.01 -30.0 4442.56 -30.0 882.45  0.00 
-2.62  0.21     -2.35  0.14    -0.05  0.25     1.12  0.36       0.64  0.21   -0.15  0.27    0.47  0.22   -0.88  0.29     0.35  0.36    16666 -30.0      0.43  0.22     0.12  0.13      0.38  0.20      0.30  0.14  1990.34 -30.0       0.28  0.24      -0.22  0.22   -0.30  0.21      0.02  0.23        0.06  0.26      26666 -30.0      0.22  0.23     -0.03  0.24    -0.43  0.18        0.07  0.16     31111 -30.0     -0.45  0.14     666666  0.00      3220.75 -30.0    3331.38 -30.0    3440.87 -30.0     3551.42 -30.0     990.57  0.00     3661.53 -30.0        37777 -30.0     3880.87 -30.0        39999 -30.0     4111.18 -30.0    4220.31 -30.0      4332.23 -30.0   44444 -30.0 882.29  0.00 
-3.30  0.22     -3.40  0.16     0.75  0.25  1331.67 -30.0    5111.09 -30.0   14444 -30.0    0.68  0.23   -0.67  0.26     0.87  0.36    16666 -30.0      0.61  0.22     0.14  0.15      0.27  0.21      0.09  0.14    19999 -30.0    2221.00 -30.0      -0.36  0.20   -0.71  0.21      0.09  0.25       -0.09  0.25      26666 -30.0   2770.85 -30.0   -281.70 -30.0   -70.16  0.00     2991.27 -30.0     31111 -30.0    990.04  0.00     661.37  0.00      3221.40 -30.0    3331.88 -30.0    3441.56 -30.0     3552.01 -30.0     991.38  0.00     3662.18 -30.0      3772.60 -30.0     3881.68 -30.0      3992.17 -30.0     4112.13 -30.0    4221.03 -30.0      4332.86 -30.0   44444 -30.0 882.76  0.00 
-3.27  0.15     -3.16  0.15     0.01  0.25  1330.63 -30.0    5111.01 -30.0   14444 -30.0    0.53  0.16   -0.49  0.30    15555 -30.0     0.32  0.19      0.45  0.17    -0.11  0.15      0.23  0.14      0.18  0.14    -0.31  0.19      -0.06  0.24      -0.32  0.15   -0.59  0.16      0.04  0.20        0.08  0.19      26666 -30.0      0.17  0.17     -0.09  0.24    -0.68  0.18       -0.04  0.16     31111 -30.0     -0.55  0.15      -0.14  0.20      -320.08 -30.0    3330.74 -30.0       0.09  0.16        0.35  0.18       0.16  0.16     3661.03 -30.0      3770.82 -30.0        0.07  0.17        39999 -30.0        0.26  0.18      -0.12  0.19      4331.41 -30.0   44444 -30.0 881.23  0.00 
-2.82  0.21     -2.46  0.14    -0.01  0.25  1331.03 -30.0       0.90  0.21   -0.02  0.28    0.45  0.22   -0.64  0.31     0.46  0.36    16666 -30.0      0.47  0.22    -0.18  0.15      0.49  0.20      0.30  0.14  1990.39 -30.0       0.23  0.27      -0.10  0.21   -0.54  0.20      0.09  0.25        0.03  0.29      26666 -30.0      0.56  0.22      0.29  0.24    -0.21  0.17        0.37  0.16     31111 -30.0     -0.51  0.14     660.33  0.00      3220.65 -30.0    3331.15 -30.0    3440.69 -30.0     3551.27 -30.0     990.43  0.00     3661.44 -30.0      3771.59 -30.0     3880.92 -30.0      3991.21 -30.0     4111.19 -30.0    4220.11 -30.0      4331.98 -30.0   44444 -30.0 882.28  0.00 
-2.97  0.15     -2.97  0.16     0.14  0.25  1330.35 -30.0    5110.93 -30.0   14444 -30.0    0.48  0.15   -0.66  0.29    15555 -30.0     0.32  0.18      0.41  0.17    -0.06  0.15      0.14  0.15      0.19  0.15    -0.11  0.18       0.08  0.24      -0.19  0.15   -0.33  0.15     -0.05  0.19        0.12  0.19      26666 -30.0      0.42  0.15      0.12  0.25    -0.58  0.19        0.05  0.17     31111 -30.0     -0.65  0.15     -60.04  0.00      3220.09 -30.0    3330.55 -30.0    3440.31 -30.0       35555 -30.0       0.02  0.18     3660.96 -30.0      3771.07 -30.0        0.10  0.24        39999 -30.0     4110.62 -30.0      -0.27  0.24      4331.38 -30.0   44444 -30.0 881.69  0.00 
-3.09  0.15     -3.03  0.16    -0.10  0.25    -0.60  0.36      51111 -30.0    0.15  0.30    0.60  0.16   -0.45  0.30     1.07  0.21    16666 -30.0      0.48  0.17    -0.09  0.15      0.17  0.14      0.21  0.15    -0.11  0.17       0.05  0.24      -0.20  0.14   -0.47  0.14     -0.38  0.28        0.09  0.20    -260.55 -30.0      0.33  0.15      0.67  0.12     0.20  0.15        0.64  0.15      1.33  0.22      0.92  0.17       0.95  0.17         0.78  0.15       1.30  0.15       1.16  0.14        1.21  0.14       1.37  0.16        1.42  0.15         1.35  0.16        1.59  0.19         1.35  0.17        1.49  0.17       1.38  0.27         1.07  0.22    1.80  0.19 881.30  0.00 
-3.00  0.15     -3.05  0.15    -0.43  0.25     0.85  0.36    5110.52 -30.0   14444 -30.0    0.53  0.16   -0.44  0.28    15555 -30.0     0.32  0.18      0.44  0.17    -0.04  0.15      0.09  0.14      0.33  0.14    -0.31  0.17       0.15  0.23      -0.29  0.14   -0.49  0.15     -0.11  0.27       -0.00  0.18    -260.38 -30.0      0.20  0.14     -0.04  0.19    -0.37  0.16        0.05  0.15     31111 -30.0     -0.35  0.15      -0.16  0.16        -0.18  0.16       0.22  0.16      -0.24  0.15        0.04  0.19      -0.06  0.16     3660.56 -30.0      3770.49 -30.0       -0.12  0.16        39999 -30.0        0.07  0.21      -0.23  0.18      4330.91 -30.0   44444 -30.0 881.42  0.00 
-3.20  0.15     -3.15  0.16     0.00  0.25  1330.52 -30.0    5111.01 -30.0   14444 -30.0    0.49  0.15   -0.68  0.30    15555 -30.0    16666 -30.0      0.47  0.17    -0.11  0.15      0.13  0.15      0.14  0.15    19999 -30.0       0.01  0.24      -0.25  0.15   -0.36  0.16     -0.04  0.20        0.09  0.19      26666 -30.0      0.35  0.15     -1.00  0.24    -1.19  0.18       -0.62  0.20     31111 -30.0     -0.87  0.15      -0.63  0.21      -320.55 -30.0    3330.25 -30.0      -0.39  0.19     -350.01 -30.0      -0.46  0.18     3660.39 -30.0      3770.65 -30.0     3880.20 -30.0        39999 -30.0     4110.15 -30.0      -0.35  0.37      4330.93 -30.0 4441.21 -30.0 881.17  0.00 
-2.92  0.15     -2.87  0.15    -0.39  0.25     0.50  0.36       0.57  0.24   14444 -30.0    0.48  0.17   -0.54  0.28     0.57  0.25     0.17  0.18      0.41  0.17    -0.17  0.15      0.07  0.14      0.20  0.15    -0.33  0.17      -0.02  0.23      -0.27  0.14   -0.44  0.15     -0.35  0.24        0.07  0.18      -0.83  0.20      0.33  0.14     -0.04  0.17    -0.55  0.15       -0.02  0.15     31111 -30.0     -0.38  0.15      -0.19  0.16        -0.21  0.17       0.12  0.17      -0.08  0.16        0.03  0.17       0.07  0.15        0.15  0.22        37777 -30.0        0.18  0.16        39999 -30.0        0.10  0.18      -0.13  0.22      4330.62 -30.0 4440.62 -30.0 881.12  0.00
-2.16  0.15     -2.14  0.15    -0.22  0.25  1330.36 -30.0       0.21  0.18   -0.19  0.18    0.31  0.17   -0.62  0.27     0.44  0.22    16666 -30.0      0.35  0.18    -0.08  0.15      0.06  0.14      0.26  0.15    -0.30  0.17       0.13  0.23      -0.24  0.14   -0.49  0.14     -0.27  0.28       -0.05  0.17      -0.88  0.17      0.10  0.14     -0.08  0.15    -0.41  0.15        0.06  0.15     31111 -30.0     -0.05  0.15      -0.02  0.15        -0.13  0.17      33333 -30.0       0.10  0.15        0.14  0.16       0.28  0.16        0.34  0.18      3770.59 -30.0        0.31  0.16        39999 -30.0        0.39  0.16       0.20  0.25        43333 -30.0 4440.59 -30.0 880.78  0.00 
-1.25  0.10     -1.25  0.12    -0.31  0.25     0.21  0.28       0.17  0.10   -0.19  0.13    0.33  0.11   -0.93  0.20     0.26  0.18     0.26  0.18      0.27  0.17     0.09  0.09      0.16  0.11      0.29  0.10    -0.22  0.17       0.17  0.22      -0.01  0.10   -0.27  0.10     -0.32  0.18       -0.03  0.13      26666 -30.0      0.12  0.09     -0.13  0.06    -0.18  0.12        0.31  0.11     31111 -30.0      0.09  0.10       0.15  0.14         0.14  0.16      33333 -30.0       0.38  0.13        0.36  0.15       0.38  0.11     3660.87 -30.0        37777 -30.0        0.52  0.13        39999 -30.0        0.35  0.26       0.31  0.15      4330.93 -30.0   44444 -30.0   0.28  0.21     
-2.70  0.21     -2.54  0.15     0.31  0.25  1332.57 -30.0       0.30  0.21   -0.19  0.24    0.36  0.22   -0.71  0.27     0.39  0.36     0.31  0.25      0.51  0.22     0.11  0.14      0.51  0.21      0.34  0.15    19999 -30.0       0.21  0.31      -0.13  0.20   -0.35  0.22      0.16  0.23        0.13  0.24      26666 -30.0      0.30  0.25      0.06  0.23    -0.29  0.21        0.42  0.21     31111 -30.0     -0.60  0.16     666666  0.00      3220.78 -30.0    3331.41 -30.0    3440.66 -30.0     3551.22 -30.0     990.45  0.00     3661.39 -30.0      3771.63 -30.0     3881.06 -30.0        39999 -30.0     4111.08 -30.0    4220.07 -30.0      4331.98 -30.0   44444 -30.0 882.15  0.00 
-2.60  0.21     -2.41  0.15     0.12  0.25  1332.19 -30.0       0.39  0.21   14444 -30.0    0.39  0.22   -0.75  0.29     0.46  0.36    16666 -30.0      0.53  0.22     0.11  0.15      0.46  0.21      0.41  0.15     0.15  0.28       0.23  0.27      -0.15  0.21   -0.66  0.20     -0.37  0.24       -0.05  0.23      26666 -30.0      0.25  0.24      0.13  0.24    -0.32  0.20        0.31  0.26     31111 -30.0     -0.32  0.14     666666  0.00      3220.59 -30.0    3331.19 -30.0    3440.60 -30.0     3551.11 -30.0     990.52  0.00     3661.40 -30.0      3771.55 -30.0     3880.79 -30.0      3991.12 -30.0     4111.16 -30.0    -420.01 -30.0      4331.93 -30.0   44444 -30.0 882.02  0.00 
-1.73  0.16     -1.62  0.15    -0.22  0.25     0.51  0.28       0.69  0.14   -0.14  0.17    0.36  0.17   15555 -30.0     0.46  0.21     0.27  0.21      0.42  0.25     0.09  0.15      0.05  0.18      0.38  0.15    -0.43  0.28       0.07  0.25      -0.15  0.16   -0.44  0.15     -0.50  0.31        0.02  0.17      -0.53  0.14      0.28  0.14     -0.04  0.09    -0.19  0.15        0.28  0.17     31111 -30.0      0.11  0.15       0.04  0.16        -0.01  0.15       0.38  0.15       0.30  0.14        0.23  0.15       0.37  0.18        0.46  0.15         0.19  0.16        0.57  0.16        39999 -30.0        0.71  0.17       0.24  0.25         0.24  0.17    0.45  0.16 -60.01  0.00 
-4.28  0.16     -4.26  0.18     1.18  0.25  1332.18 -30.0      51111 -30.0   14444 -30.0    0.90  0.16   -0.44  0.16     0.48  0.28    16666 -30.0      0.52  0.20     0.05  0.15      0.24  0.23     -0.02  0.16    19999 -30.0    2220.64 -30.0      -0.31  0.17   -1.05  0.20      0.29  0.20        0.14  0.19      26666 -30.0   2771.11 -30.0     -0.58  0.15   -70.44  0.00     2990.66 -30.0     31111 -30.0     -0.90  0.17     666666  0.00      3221.02 -30.0    3331.54 -30.0    3441.02 -30.0     3551.70 -30.0     990.91  0.00     3661.88 -30.0      3772.14 -30.0     3881.15 -30.0      3991.57 -30.0     4111.60 -30.0    4220.94 -30.0      4332.33 -30.0   44444 -30.0 882.62  0.00 
-2.04  0.14     -2.01  0.15     0.18  0.25  1330.97 -30.0       0.19  0.17   14444 -30.0   -0.29  0.16   -1.40  0.28    15555 -30.0    16666 -30.0     -0.20  0.17    -0.48  0.16     -0.35  0.15     -0.22  0.15    -0.41  0.17      -0.31  0.25      -0.19  0.14   -0.33  0.14     -0.39  0.21       -0.06  0.19      26666 -30.0     -0.38  0.16     -0.93  0.21    -1.43  0.24       -0.67  0.27     31111 -30.0     -1.81  0.15     666666  0.00      -320.28 -30.0      33333 -30.0      34444 -30.0     3550.40 -30.0     -80.23  0.00     3660.61 -30.0      3771.59 -30.0     3881.15 -30.0        39999 -30.0     4110.47 -30.0    -420.39 -30.0      4330.99 -30.0 4442.01 -30.0 880.95  0.00 
-4.59  0.16     -4.50  0.17  -120.29 -30.0  1331.56 -30.0    5112.26 -30.0   14444 -30.0    0.66  0.18   -0.63  0.17     0.53  0.32    16666 -30.0      0.48  0.19    -0.22  0.17      0.49  0.19      0.22  0.15    19999 -30.0    2220.38 -30.0      -0.44  0.15   -0.90  0.16      0.18  0.20       -0.11  0.22      26666 -30.0      1.08  0.21     -0.73  0.15   -70.77  0.00     2990.09 -30.0     31111 -30.0     -1.10  0.17     666666  0.00      3220.53 -30.0    3331.14 -30.0    3440.60 -30.0     3551.22 -30.0     990.60  0.00     3661.51 -30.0      3771.56 -30.0     3880.74 -30.0        39999 -30.0     4111.00 -30.0    4220.21 -30.0      4331.97 -30.0 4441.96 -30.0 882.34  0.00 
-1.87  0.17     -1.86  0.15  1220.28 -30.0  1331.43 -30.0       0.25  0.16   14444 -30.0    0.37  0.18   -0.76  0.28     0.39  0.27     0.17  0.20      0.37  0.19     0.12  0.15      0.25  0.17      0.29  0.15     0.13  0.19       0.28  0.24      -0.11  0.17   -0.20  0.17     -0.05  0.19       -0.04  0.20      26666 -30.0      0.14  0.17      0.39  0.18    -0.28  0.15        0.24  0.14     31111 -30.0     -0.12  0.15       0.25  0.16      -320.16 -30.0      33333 -30.0       0.07  0.17     3550.65 -30.0       0.38  0.16     3660.62 -30.0      3770.88 -30.0        0.42  0.16        39999 -30.0     4110.49 -30.0       0.37  0.25      4331.10 -30.0   44444 -30.0 881.80  0.00 
-3.77  0.15     -3.72  0.16     0.20  0.25     0.00  0.36    5111.37 -30.0    0.03  0.21    0.38  0.17   -0.88  0.19     0.79  0.32    16666 -30.0      0.32  0.18    -0.37  0.16      0.12  0.16     -0.06  0.16    19999 -30.0    2220.33 -30.0      -0.36  0.14   -0.40  0.16      0.09  0.19        0.08  0.23      26666 -30.0      0.49  0.21     -0.96  0.15   -70.98  0.00     -290.06 -30.0     31111 -30.0     -1.51  0.16     666666  0.00      3220.49 -30.0    3330.80 -30.0    3440.32 -30.0     3551.10 -30.0     990.27  0.00     3661.38 -30.0      3771.41 -30.0     3880.49 -30.0      3991.00 -30.0     4110.85 -30.0    4220.10 -30.0      4331.63 -30.0 4442.01 -30.0 882.11  0.00 
-3.05  0.15     -3.02  0.16     0.10  0.25  -130.43 -30.0    5110.83 -30.0   14444 -30.0    0.53  0.15   -0.73  0.29    15555 -30.0     0.49  0.18      0.49  0.17     0.01  0.15      0.25  0.14      0.25  0.15    -0.06  0.18       0.13  0.24      -0.15  0.15   -0.39  0.16     -0.03  0.22        0.17  0.20      26666 -30.0      0.32  0.17     -0.15  0.25    -0.55  0.19       -0.02  0.17     31111 -30.0     -0.91  0.16     -60.30  0.00      -320.03 -30.0      33333 -30.0    -340.09 -30.0     3550.54 -30.0      -0.24  0.38     3660.88 -30.0      3770.83 -30.0     3880.09 -30.0        39999 -30.0     4110.42 -30.0      -0.74  0.37      4331.21 -30.0   44444 -30.0 881.79  0.00 
-2.17  0.21     -2.22  0.14     0.30  0.25  1331.83 -30.0       0.17  0.20   14444 -30.0   -0.12  0.23   -1.42  0.29    15555 -30.0    16666 -30.0     -0.19  0.22    -0.88  0.16      0.49  0.20      0.59  0.14     0.17  0.22       0.34  0.24       0.31  0.20    0.45  0.22     -0.27  0.23        0.57  0.22    -260.04 -30.0      1.13  0.20     -1.32  0.15    -1.30  0.36       29999 -30.0     31111 -30.0     -1.02  0.14     666666  0.00      3220.24 -30.0    3331.35 -30.0      34444 -30.0     3550.93 -30.0     990.38  0.00     3661.30 -30.0      3771.25 -30.0     3880.34 -30.0        39999 -30.0     4110.95 -30.0    -420.30 -30.0      4331.56 -30.0 4442.10 -30.0 881.58  0.00 
